Name,Original Region,Variant,National Dex #,Type 1,Type 2,Ability 1,Ability 2,Hidden Ability,Egg Group 1,Egg Group 2,Weight (kg),HP,Atk,Def,Sp. Atk,Sp. Def,Speed
Landorus,Unova,,645,Ground,Flying,Sand Force,,Sheer Force,No Eggs Discovered,,68,89,125,90,115,80,101
Landorus,Unova,Therian,645,Ground,Flying,Intimidate,,,No Eggs Discovered,,68,89,145,90,105,80,91
Kyurem,Unova,,646,Dragon,Ice,Pressure,,,No Eggs Discovered,,325,125,130,90,130,90,95
Kyurem,Unova,White,646,Dragon,Ice,Turboblaze,,,No Eggs Discovered,,325,125,120,90,170,100,95
Kyurem,Unova,Black,646,Dragon,Ice,Teravolt,,,No Eggs Discovered,,325,125,170,100,120,90,95
Keldeo,Unova,,647,Water,Fighting,Justified,,,No Eggs Discovered,,48.5,91,72,90,129,90,108
Meloetta,Unova,,648,Normal,Psychic,Serene Grace,,,No Eggs Discovered,,6.5,100,77,77,128,128,90
Genesect,Unova,,649,Bug,Steel,Download,,,No Eggs Discovered,,82.5,71,120,95,120,95,99
Chespin,Kalos,,650,Grass,,Overgrow,,Bulletproof,Field,,9,56,61,65,48,45,38
Quilladin,Kalos,,651,Grass,,Overgrow,,Bulletproof,Field,,29,61,78,95,56,58,57
Chesnaught,Kalos,,652,Grass,Fighting,Overgrow,,Bulletproof,Field,,90,88,107,122,74,75,64
Fennekin,Kalos,,653,Fire,,Blaze,,Magician,Field,,9.4,40,45,40,62,60,60
Braixen,Kalos,,654,Fire,,Blaze,,Magician,Field,,14.5,59,59,58,90,70,73
Delphox,Kalos,,655,Fire,Psychic,Blaze,,Magician,Field,,39,75,69,72,114,100,104
Froakie,Kalos,,656,Water,,Torrent,,Protean,Water 1,,7,41,56,40,62,44,71
Frogadier,Kalos,,657,Water,,Torrent,,Protean,Water 1,,10.9,54,63,52,83,56,97
Greninja,Kalos,,658,Water,Dark,Torrent,,Protean,Water 1,,40,72,95,67,103,71,122
Bunnelby,Kalos,,659,Normal,,Pickup,Cheek Pouch,Huge Power,Field,,5,38,36,38,32,36,57
Diggersby,Kalos,,660,Normal,Ground,Pickup,Cheek Pouch,Huge Power,Field,,42.4,85,56,77,50,77,78
Fletchling,Kalos,,661,Normal,Flying,Big Pecks,,Gale Wings,Flying,,1.7,45,50,43,40,38,62
Fletchinder,Kalos,,662,Fire,Flying,Flame Body,,Gale Wings,Flying,,16,62,73,55,56,52,84
Talonflame,Kalos,,663,Fire,Flying,Flame Body,,Gale Wings,Flying,,24.5,78,81,71,74,69,126
Scatterbug,Kalos,,664,Bug,,Shield Dust,Compound Eyes,Friend Guard,Bug,,2.5,38,35,40,27,25,35
Spewpa,Kalos,,665,Bug,,Shed Skin,,Friend Guard,Bug,,8.4,45,22,60,27,30,29
Vivillon,Kalos,,666,Bug,Flying,Shield Dust,Compound Eyes,Friend Guard,Bug,,17,80,52,50,90,50,89
Litleo,Kalos,,667,Fire,Normal,Rivalry,Unnerve,Moxie,Field,,13.5,62,50,58,73,54,72
Pyroar,Kalos,,668,Fire,Normal,Rivalry,Unnerve,Moxie,Field,,81.5,86,68,72,109,66,106
Flabebe,Kalos,,669,Fairy,,Flower Veil,,Symbiosis,Fairy,,0.1,44,38,39,61,79,42
Floette,Kalos,,670,Fairy,,Flower Veil,,Symbiosis,Fairy,,0.9,54,45,47,75,98,52
Florges,Kalos,,671,Fairy,,Flower Veil,,Symbiosis,Fairy,,10,78,65,68,112,154,75
Skiddo,Kalos,,672,Grass,,Sap Sipper,,Grass Pelt,Field,,31,66,65,48,62,57,52
Gogoat,Kalos,,673,Grass,,Sap Sipper,,Grass Pelt,Field,,91,123,100,62,97,81,68
Pancham,Kalos,,674,Fighting,,Iron Fist,Mold Breaker,Scrappy,Field,Human-Like,8,67,82,62,46,48,43
Pangoro,Kalos,,675,Fighting,Dark,Iron Fist,Mold Breaker,Scrappy,Field,Human-Like,136,95,124,78,69,71,58
Furfrou,Kalos,,676,Normal,,Fur Coat,,,Field,,28,75,80,60,65,90,102
Espurr,Kalos,,677,Psychic,,Keen Eye,Infiltrator,Own Tempo,Field,,3.5,62,48,54,63,60,68
Meowstic,Kalos,,678,Psychic,,Keen Eye,Infiltrator,Prankster,Field,,8.5,74,48,76,83,81,104
Meowstic,Kalos,Female,678,Psychic,,Keen Eye,Infiltrator,Competitive,Field,,8.5,74,48,76,83,81,104
Honedge,Kalos,,679,Steel,Ghost,No Guard,,,Mineral,,2,45,80,100,35,37,28
Doublade,Kalos,,680,Steel,Ghost,No Guard,,,Mineral,,4.5,59,110,150,45,49,35
Aegislash,Kalos,,681,Steel,Ghost,Stance Change,,,Mineral,,53,60,50,140,50,140,60
Spritzee,Kalos,,682,Fairy,,Healer,,Aroma Veil,Fairy,,0.5,78,52,60,63,65,23
Aromatisse,Kalos,,683,Fairy,,Healer,,Aroma Veil,Fairy,,15.5,101,72,72,99,89,29
Swirlix,Kalos,,684,Fairy,,Sweet Veil,,Unburden,Fairy,,3.5,62,48,66,59,57,49
Slurpuff,Kalos,,685,Fairy,,Sweet Veil,,Unburden,Fairy,,5,82,80,86,85,75,72
Inkay,Kalos,,686,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Water 1,Water 2,3.5,53,54,53,37,46,45
Malamar,Kalos,,687,Dark,Psychic,Contrary,Suction Cups,Infiltrator,Water 1,Water 2,47,86,92,88,68,75,73
Binacle,Kalos,,688,Rock,Water,Tough Claws,Sniper,Pickpocket,Water 3,,31,42,52,67,39,56,50
Barbaracle,Kalos,,689,Rock,Water,Tough Claws,Sniper,Pickpocket,Water 3,,96,72,105,115,54,86,68
Skrelp,Kalos,,690,Poison,Water,Poison Point,Poison Touch,Adaptability,Water 1,Dragon,7.3,50,60,60,60,60,30
Dragalge,Kalos,,691,Poison,Dragon,Poison Point,Poison Touch,Adaptability,Water 1,Dragon,81.5,65,75,90,97,123,44
Clauncher,Kalos,,692,Water,,Mega Launcher,,,Water 1,Water 3,8.3,50,53,62,58,63,44
Clawitzer,Kalos,,693,Water,,Mega Launcher,,,Water 1,Water 3,35.3,71,73,88,120,89,59
Helioptile,Kalos,,694,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Monster,Dragon,6,44,38,33,61,43,70
Heliolisk,Kalos,,695,Electric,Normal,Dry Skin,Sand Veil,Solar Power,Monster,Dragon,21,62,55,52,109,94,109
Tyrunt,Kalos,,696,Rock,Dragon,Strong Jaw,,Sturdy,Monster,Dragon,26,58,89,77,45,45,48
Tyrantrum,Kalos,,697,Rock,Dragon,Strong Jaw,,Rock Head,Monster,Dragon,270,82,121,119,69,59,71
Amaura,Kalos,,698,Rock,Ice,Refrigerate,,Snow Warning,Monster,,25.2,77,59,50,67,63,46
Aurorus,Kalos,,699,Rock,Ice,Refrigerate,,Snow Warning,Monster,,225,123,77,72,99,92,58
Sylveon,Kalos,,700,Fairy,,Cute Charm,,Pixilate,Field,,23.5,95,65,65,110,130,60
Hawlucha,Kalos,,701,Fighting,Flying,Limber,Unburden,Mold Breaker,Flying,Human-Like,21.5,78,92,75,74,63,118
Dedenne,Kalos,,702,Electric,Fairy,Cheek Pouch,Pickup,Plus,Fairy,Field,2.2,67,58,57,81,67,101
Carbink,Kalos,,703,Rock,Fairy,Clear Body,,Sturdy,Fairy,Mineral,5.7,50,50,150,50,150,50
Goomy,Kalos,,704,Dragon,,Sap Sipper,Hydration,Gooey,Dragon,,2.8,45,50,35,55,75,40
Sliggoo,Kalos,,705,Dragon,,Sap Sipper,Hydration,Gooey,Dragon,,17.5,68,75,53,83,113,60
Sliggoo,Hisui,,705,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Dragon,,68.5,58,75,83,83,113,40
Goodra,Kalos,,706,Dragon,,Sap Sipper,Hydration,Gooey,Dragon,,150.5,90,100,70,110,150,80
Goodra,Hisui,,706,Steel,Dragon,Sap Sipper,Shell Armor,Gooey,Dragon,,334.1,80,100,100,110,150,60
Klefki,Kalos,,707,Steel,Fairy,Prankster,,Magician,Mineral,,3,57,80,91,80,87,75
Phantump,Kalos,,708,Ghost,Grass,Natural Cure,Frisk,Harvest,Grass,Amorphous,7,43,70,48,50,60,38
Trevenant,Kalos,,709,Ghost,Grass,Natural Cure,Frisk,Harvest,Grass,Amorphous,71,85,110,76,65,82,56
Pumpkaboo,Kalos,Small,710,Ghost,Grass,Pickup,Frisk,Insomnia,Amorphous,,3.5,44,66,70,44,55,56
Pumpkaboo,Kalos,,710,Ghost,Grass,Pickup,Frisk,Insomnia,Amorphous,,5,49,66,70,44,55,51
Pumpkaboo,Kalos,Large,710,Ghost,Grass,Pickup,Frisk,Insomnia,Amorphous,,7.5,54,66,70,44,55,46
Pumpkaboo,Kalos,Super,710,Ghost,Grass,Pickup,Frisk,Insomnia,Amorphous,,15,59,66,70,44,55,41
Gourgeist,Kalos,,711,Ghost,Grass,Pickup,Frisk,Insomnia,Amorphous,,12.5,65,90,122,58,75,84
Gourgeist,Kalos,Small,711,Ghost,Grass,Pickup,Frisk,Insomnia,Amorphous,,9.5,55,85,122,58,75,99
Gourgeist,Kalos,Large,711,Ghost,Grass,Pickup,Frisk,Insomnia,Amorphous,,14,75,95,122,58,75,69
Gourgeist,Kalos,Super,711,Ghost,Grass,Pickup,Frisk,Insomnia,Amorphous,,39,85,100,122,58,75,54
Bergmite,Kalos,,712,Ice,,Own Tempo,Ice Body,Sturdy,Monster,Mineral,99.5,55,69,85,32,35,28
Avalugg,Kalos,,713,Ice,,Own Tempo,Ice Body,Sturdy,Monster,Mineral,505,95,117,184,44,46,28
Avalugg,Hisui,,713,Ice,Rock,Strong Jaw,Ice Body,Sturdy,Monster,Mineral,262.4,95,127,184,34,36,38
Noibat,Kalos,,714,Flying,Dragon,Frisk,Infiltrator,Telepathy,Flying,Dragon,8,40,30,35,45,40,55
Noivern,Kalos,,715,Flying,Dragon,Frisk,Infiltrator,Telepathy,Flying,Dragon,85,85,70,80,97,80,123
Xerneas,Kalos,,716,Fairy,,Fairy Aura,,,No Eggs Discovered,,215,126,131,95,131,98,99
Yveltal,Kalos,,717,Dark,Flying,Dark Aura,,,No Eggs Discovered,,203,126,131,95,131,98,99
Zygarde,Kalos,10 Percent,718,Dragon,Ground,Aura Break,Power Construct,,No Eggs Discovered,,33.5,54,100,71,61,85,115
Zygarde,Kalos,,718,Dragon,Ground,Aura Break,Power Construct,,No Eggs Discovered,,305,108,100,121,81,95,95
Diancie,Kalos,,719,Rock,Fairy,Clear Body,,,No Eggs Discovered,,8.8,50,100,150,100,150,50
Hoopa,Kalos,,720,Psychic,Ghost,Magician,,,No Eggs Discovered,,9,80,110,60,150,130,70
Hoopa,Kalos,Unbound,720,Psychic,Dark,Magician,,,No Eggs Discovered,,490,80,160,60,170,130,80
Volcanion,Kalos,,721,Fire,Water,Water Absorb,,,No Eggs Discovered,,195,80,110,120,130,90,70
Rowlet,Alola,,722,Grass,Flying,Overgrow,,Long Reach,Flying,,1.5,68,55,55,50,50,42
Dartrix,Alola,,723,Grass,Flying,Overgrow,,Long Reach,Flying,,16,78,75,75,70,70,52
Decidueye,Alola,,724,Grass,Ghost,Overgrow,,Long Reach,Flying,,36.6,78,107,75,100,100,70
Decidueye,Hisui,,724,Grass,Fighting,Overgrow,,Scrappy,Flying,,37,88,112,80,95,95,60
Litten,Alola,,725,Fire,,Blaze,,Intimidate,Field,,4.3,45,65,40,60,40,70
Torracat,Alola,,726,Fire,,Blaze,,Intimidate,Field,,25,65,85,50,80,50,90
Incineroar,Alola,,727,Fire,Dark,Blaze,,Intimidate,Field,,83,95,115,90,80,90,60
Popplio,Alola,,728,Water,,Torrent,,Liquid Voice,Water 1,Field,7.5,50,54,54,66,56,40
Brionne,Alola,,729,Water,,Torrent,,Liquid Voice,Water 1,Field,17.5,60,69,69,91,81,50
Primarina,Alola,,730,Water,Fairy,Torrent,,Liquid Voice,Water 1,Field,44,80,74,74,126,116,60
Pikipek,Alola,,731,Normal,Flying,Keen Eye,Skill Link,Pickup,Flying,,1.2,35,75,30,30,30,65
Trumbeak,Alola,,732,Normal,Flying,Keen Eye,Skill Link,Pickup,Flying,,14.8,55,85,50,40,50,75
Toucannon,Alola,,733,Normal,Flying,Keen Eye,Skill Link,Sheer Force,Flying,,26,80,120,75,75,75,60
Yungoos,Alola,,734,Normal,,Stakeout,Strong Jaw,Adaptability,Field,,6,48,70,30,30,30,45
Gumshoos,Alola,,735,Normal,,Strong Jaw,Stakeout,Adaptability,Field,,14.2,88,110,60,55,60,45
Grubbin,Alola,,736,Bug,,Swarm,,,Bug,,4.4,47,62,45,55,45,46
Charjabug,Alola,,737,Bug,Electric,Battery,,,Bug,,10.5,57,82,95,55,75,36
Vikavolt,Alola,,738,Bug,Electric,Levitate,,,Bug,,45,77,70,90,145,75,43
Crabrawler,Alola,,739,Fighting,,Hyper Cutter,Iron Fist,Anger Point,Water 3,,7,47,82,57,42,47,63
Crabominable,Alola,,740,Fighting,Ice,Hyper Cutter,Iron Fist,Anger Point,Water 3,,180,97,132,77,62,67,43
Oricorio,Alola,,741,Fire,Flying,Dancer,,,Flying,,3.4,75,70,70,98,70,93
Oricorio,Alola,Pom-Pom,741,Electric,Flying,Dancer,,,Flying,,3.4,75,70,70,98,70,93
Oricorio,Alola,Pau,741,Psychic,Flying,Dancer,,,Flying,,3.4,75,70,70,98,70,93
Oricorio,Alola,Sensu,741,Ghost,Flying,Dancer,,,Flying,,3.4,75,70,70,98,70,93
Cutiefly,Alola,,742,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Bug,Fairy,0.2,40,45,40,55,40,84
Ribombee,Alola,,743,Bug,Fairy,Honey Gather,Shield Dust,Sweet Veil,Bug,Fairy,0.5,60,55,60,95,70,124
Rockruff,Alola,,744,Rock,,Keen Eye,Vital Spirit,Steadfast,Field,,9.2,45,65,40,30,40,60
Rockruff,Alola,Own Tempo,744,Rock,,Own Tempo,,,Field,,9.2,45,65,40,30,40,60
Lycanroc,Alola,,745,Rock,,Keen Eye,Sand Rush,Steadfast,Field,,25,75,115,65,55,65,112
Lycanroc,Alola,Midnight,745,Rock,,Keen Eye,Vital Spirit,No Guard,Field,,25,85,115,75,55,75,82
Lycanroc,Alola,Dusk,745,Rock,,Tough Claws,,,Field,,25,75,117,65,55,65,110
Wishiwashi,Alola,,746,Water,,Schooling,,,Water 2,,0.3,45,20,20,25,25,40
Mareanie,Alola,,747,Poison,Water,Merciless,Limber,Regenerator,Water 1,,8,50,53,62,43,52,45
Toxapex,Alola,,748,Poison,Water,Merciless,Limber,Regenerator,Water 1,,14.5,50,63,152,53,142,35
Mudbray,Alola,,749,Ground,,Own Tempo,Stamina,Inner Focus,Field,,110,70,100,70,45,55,45
Mudsdale,Alola,,750,Ground,,Own Tempo,Stamina,Inner Focus,Field,,920,100,125,100,55,85,35
Dewpider,Alola,,751,Water,Bug,Water Bubble,,Water Absorb,Water 1,Bug,4,38,40,52,40,72,27
Araquanid,Alola,,752,Water,Bug,Water Bubble,,Water Absorb,Water 1,Bug,82,68,70,92,50,132,42
Fomantis,Alola,,753,Grass,,Leaf Guard,,Contrary,Grass,,1.5,40,55,35,50,35,35
Lurantis,Alola,,754,Grass,,Leaf Guard,,Contrary,Grass,,18.5,70,105,90,80,90,45
Morelull,Alola,,755,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Grass,,1.5,40,35,55,65,75,15
Shiinotic,Alola,,756,Grass,Fairy,Illuminate,Effect Spore,Rain Dish,Grass,,11.5,60,45,80,90,100,30
Salandit,Alola,,757,Poison,Fire,Corrosion,,Oblivious,Monster,Dragon,4.8,48,44,40,71,40,77
Salazzle,Alola,,758,Poison,Fire,Corrosion,,Oblivious,Monster,Dragon,22.2,68,64,60,111,60,117
Stufful,Alola,,759,Normal,Fighting,Fluffy,Klutz,Cute Charm,Field,,6.8,70,75,50,45,50,50
Bewear,Alola,,760,Normal,Fighting,Fluffy,Klutz,Unnerve,Field,,135,120,125,80,55,60,60
Bounsweet,Alola,,761,Grass,,Leaf Guard,Oblivious,Sweet Veil,Grass,,3.2,42,30,38,30,38,32
Steenee,Alola,,762,Grass,,Leaf Guard,Oblivious,Sweet Veil,Grass,,8.2,52,40,48,40,48,62
Tsareena,Alola,,763,Grass,,Leaf Guard,Queenly Majesty,Sweet Veil,Grass,,21.4,72,120,98,50,98,72
Comfey,Alola,,764,Fairy,,Flower Veil,Triage,Natural Cure,Grass,,0.3,51,52,90,82,110,100
Oranguru,Alola,,765,Normal,Psychic,Inner Focus,Telepathy,Symbiosis,Field,,76,90,60,80,90,110,60
Passimian,Alola,,766,Fighting,,Receiver,,Defiant,Field,,82.8,100,120,90,40,60,80
Wimpod,Alola,,767,Bug,Water,Wimp Out,,,Bug,Water 3,12,25,35,40,20,30,80
Golisopod,Alola,,768,Bug,Water,Emergency Exit,,,Bug,Water 3,108,75,125,140,60,90,40
Sandygast,Alola,,769,Ghost,Ground,Water Compaction,,Sand Veil,Amorphous,,70,55,55,80,70,45,15
Palossand,Alola,,770,Ghost,Ground,Water Compaction,,Sand Veil,Amorphous,,250,85,75,110,100,75,35
Pyukumuku,Alola,,771,Water,,Innards Out,,Unaware,Water 1,,1.2,55,60,130,30,130,5
Type: Null,Alola,,772,Normal,,Battle Armor,,,No Eggs Discovered,,120.5,95,95,95,95,95,59
Silvally,Alola,,773,Normal,,RKS System,,,No Eggs Discovered,,100.5,95,95,95,95,95,95
Minior,Alola,,774,Rock,Flying,Shields Down,,,Mineral,,40,60,60,100,60,100,60
Komala,Alola,,775,Normal,,Comatose,,,Field,,19.9,65,115,65,75,95,65
Turtonator,Alola,,776,Fire,Dragon,Shell Armor,,,Monster,Dragon,212,60,78,135,91,85,36
Togedemaru,Alola,,777,Electric,Steel,Iron Barbs,Lightning Rod,Sturdy,Fairy,Field,3.3,65,98,63,40,73,96
Mimikyu,Alola,,778,Ghost,Fairy,Disguise,,,Amorphous,,0.7,55,90,80,50,105,96
Bruxish,Alola,,779,Water,Psychic,Dazzling,Strong Jaw,Wonder Skin,Water 2,,19,68,105,70,70,70,92
Drampa,Alola,,780,Normal,Dragon,Berserk,Sap Sipper,Cloud Nine,Dragon,Monster,185,78,60,85,135,91,36
Dhelmise,Alola,,781,Ghost,Grass,Steelworker,,,Mineral,,210,70,131,100,86,90,40
Jangmo-o,Alola,,782,Dragon,,Bulletproof,Soundproof,Overcoat,Dragon,,29.7,45,55,65,45,45,45
Hakamo-o,Alola,,783,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Dragon,,47,55,75,90,65,70,65
Kommo-o,Alola,,784,Dragon,Fighting,Bulletproof,Soundproof,Overcoat,Dragon,,78.2,75,110,125,100,105,85
Tapu Koko,Alola,,785,Electric,Fairy,Electric Surge,,Telepathy,No Eggs Discovered,,20.5,70,115,85,95,75,130
Tapu Lele,Alola,,786,Psychic,Fairy,Psychic Surge,,Telepathy,No Eggs Discovered,,18.6,70,85,75,130,115,95
Tapu Bulu,Alola,,787,Grass,Fairy,Grassy Surge,,Telepathy,No Eggs Discovered,,45.5,70,130,115,85,95,75
Tapu Fini,Alola,,788,Water,Fairy,Misty Surge,,Telepathy,No Eggs Discovered,,21.2,70,75,115,95,130,85
Cosmog,Alola,,789,Psychic,,Unaware,,,No Eggs Discovered,,0.1,43,29,31,29,31,37
Cosmoem,Alola,,790,Psychic,,Sturdy,,,No Eggs Discovered,,999.9,43,29,131,29,131,37
Solgaleo,Alola,,791,Psychic,Steel,Full Metal Body,,,No Eggs Discovered,,230,137,137,107,113,89,97
Lunala,Alola,,792,Psychic,Ghost,Shadow Shield,,,No Eggs Discovered,,120,137,113,89,137,107,97
Nihilego,Alola,,793,Rock,Poison,Beast Boost,,,No Eggs Discovered,,55.5,109,53,47,127,131,103
Buzzwole,Alola,,794,Bug,Fighting,Beast Boost,,,No Eggs Discovered,,333.6,107,139,139,53,53,79
Pheromosa,Alola,,795,Bug,Fighting,Beast Boost,,,No Eggs Discovered,,25,71,137,37,137,37,151
Xurkitree,Alola,,796,Electric,,Beast Boost,,,No Eggs Discovered,,100,83,89,71,173,71,83
Celesteela,Alola,,797,Steel,Flying,Beast Boost,,,No Eggs Discovered,,999.9,97,101,103,107,101,61
Kartana,Alola,,798,Grass,Steel,Beast Boost,,,No Eggs Discovered,,0.1,59,181,131,59,31,109
Guzzlord,Alola,,799,Dark,Dragon,Beast Boost,,,No Eggs Discovered,,888,223,101,53,97,53,43
Necrozma,Alola,,800,Psychic,,Prism Armor,,,No Eggs Discovered,,230,97,107,101,127,89,79
Necrozma,Alola,Dusk Mane,800,Psychic,Steel,Prism Armor,,,No Eggs Discovered,,460,97,157,127,113,109,77
Necrozma,Alola,Dawn Wings,800,Psychic,Ghost,Prism Armor,,,No Eggs Discovered,,350,97,113,109,157,127,77
Magearna,Alola,,801,Steel,Fairy,Soul-Heart,,,No Eggs Discovered,,80.5,80,95,115,130,115,65
Marshadow,Alola,,802,Fighting,Ghost,Technician,,,No Eggs Discovered,,22.2,90,125,80,90,90,125
Poipole,Alola,,803,Poison,,Beast Boost,,,No Eggs Discovered,,1.8,67,73,67,73,67,73
Naganadel,Alola,,804,Poison,Dragon,Beast Boost,,,No Eggs Discovered,,150,73,73,73,127,73,121
Stakataka,Alola,,805,Rock,Steel,Beast Boost,,,No Eggs Discovered,,820,61,131,211,53,101,13
Blacephalon,Alola,,806,Fire,Ghost,Beast Boost,,,No Eggs Discovered,,13,53,127,53,151,79,107
Zeraora,Alola,,807,Electric,,Volt Absorb,,,No Eggs Discovered,,44.5,88,112,75,102,80,143
Meltan,Alola,,808,Steel,,Magnet Pull,,,No Eggs Discovered,,8,46,65,65,55,35,34
Melmetal,Alola,,809,Steel,,Iron Fist,,,No Eggs Discovered,,800,135,143,143,80,65,34
Grookey,Galar,,810,Grass,,Overgrow,,Grassy Surge,Field,Grass,5,50,65,50,40,40,65
Thwackey,Galar,,811,Grass,,Overgrow,,Grassy Surge,Field,Grass,14,70,85,70,55,60,80
Rillaboom,Galar,,812,Grass,,Overgrow,,Grassy Surge,Field,Grass,90,100,125,90,60,70,85
Scorbunny,Galar,,813,Fire,,Blaze,,Libero,Field,Human-Like,4.5,50,71,40,40,40,69
Raboot,Galar,,814,Fire,,Blaze,,Libero,Field,Human-Like,9,65,86,60,55,60,94
Cinderace,Galar,,815,Fire,,Blaze,,Libero,Field,Human-Like,33,80,116,75,65,75,119
Sobble,Galar,,816,Water,,Torrent,,Sniper,Water 1,Field,4,50,40,40,70,40,70
Drizzile,Galar,,817,Water,,Torrent,,Sniper,Water 1,Field,11.5,65,60,55,95,55,90
Inteleon,Galar,,818,Water,,Torrent,,Sniper,Water 1,Field,45.2,70,85,65,125,65,120
Skwovet,Galar,,819,Normal,,Cheek Pouch,,Gluttony,Field,,2.5,70,55,55,35,35,25
Greedent,Galar,,820,Normal,,Cheek Pouch,,Gluttony,Field,,6,120,95,95,55,75,20
Rookidee,Galar,,821,Flying,,Keen Eye,Unnerve,Big Pecks,Flying,,1.8,38,47,35,33,35,57
Corvisquire,Galar,,822,Flying,,Keen Eye,Unnerve,Big Pecks,Flying,,16,68,67,55,43,55,77
Corviknight,Galar,,823,Flying,Steel,Pressure,Unnerve,Mirror Armor,Flying,,75,98,87,105,53,85,67
Blipbug,Galar,,824,Bug,,Swarm,Compound Eyes,Telepathy,Bug,,8,25,20,20,25,45,45
Dottler,Galar,,825,Bug,Psychic,Swarm,Compound Eyes,Telepathy,Bug,,19.5,50,35,80,50,90,30
Orbeetle,Galar,,826,Bug,Psychic,Swarm,Frisk,Telepathy,Bug,,40.8,60,45,110,80,120,90
Nickit,Galar,,827,Dark,,Run Away,Unburden,Stakeout,Field,,8.9,40,28,28,47,52,50
Thievul,Galar,,828,Dark,,Run Away,Unburden,Stakeout,Field,,19.9,70,58,58,87,92,90
Gossifleur,Galar,,829,Grass,,Cotton Down,Regenerator,Effect Spore,Grass,,2.2,40,40,60,40,60,10
Eldegoss,Galar,,830,Grass,,Cotton Down,Regenerator,Effect Spore,Grass,,2.5,60,50,90,80,120,60
Wooloo,Galar,,831,Normal,,Fluffy,Run Away,Bulletproof,Field,,6,42,40,55,40,45,48
Dubwool,Galar,,832,Normal,,Fluffy,Steadfast,Bulletproof,Field,,43,72,80,100,60,90,88
Chewtle,Galar,,833,Water,,Strong Jaw,Shell Armor,Swift Swim,Monster,Water 1,8.5,50,64,50,38,38,44
Drednaw,Galar,,834,Water,Rock,Strong Jaw,Shell Armor,Swift Swim,Monster,Water 1,115.5,90,115,90,48,68,74
Yamper,Galar,,835,Electric,,Ball Fetch,,Rattled,Field,,13.5,59,45,50,40,50,26
Boltund,Galar,,836,Electric,,Strong Jaw,,Competitive,Field,,34,69,90,60,90,60,121
Rolycoly,Galar,,837,Rock,,Steam Engine,Heatproof,Flash Fire,Mineral,,12,30,40,50,40,50,30
Carkol,Galar,,838,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Mineral,,78,80,60,90,60,70,50
Coalossal,Galar,,839,Rock,Fire,Steam Engine,Flame Body,Flash Fire,Mineral,,310.5,110,80,120,80,90,30
Applin,Galar,,840,Grass,Dragon,Ripen,Gluttony,Bulletproof,Grass,Dragon,0.5,40,40,80,40,40,20
Flapple,Galar,,841,Grass,Dragon,Ripen,Gluttony,Hustle,Grass,Dragon,1,70,110,80,95,60,70
Appletun,Galar,,842,Grass,Dragon,Ripen,Gluttony,Thick Fat,Grass,Dragon,13,110,85,80,100,80,30
Silicobra,Galar,,843,Ground,,Sand Spit,Shed Skin,Sand Veil,Field,Dragon,7.6,52,57,75,35,50,46
Sandaconda,Galar,,844,Ground,,Sand Spit,Shed Skin,Sand Veil,Field,Dragon,65.5,72,107,125,65,70,71
Cramorant,Galar,,845,Flying,Water,Gulp Missile,,,Water 1,Flying,18,70,85,55,85,95,85
Arrokuda,Galar,,846,Water,,Swift Swim,,Propeller Tail,Water 2,,1,41,63,40,40,30,66
Barraskewda,Galar,,847,Water,,Swift Swim,,Propeller Tail,Water 2,,30,61,123,60,60,50,136
Toxel,Galar,,848,Electric,Poison,Rattled,Static,Klutz,No Eggs Discovered,,11,40,38,35,54,35,40
Toxtricity,Galar,,849,Electric,Poison,Punk Rock,Plus,Technician,Human-Like,,40,75,98,70,114,70,75
Toxtricity,Galar,Low Key,849,Electric,Poison,Punk Rock,Minus,Technician,Human-Like,,40,75,98,70,114,70,75
Sizzlipede,Galar,,850,Fire,Bug,Flash Fire,White Smoke,Flame Body,Bug,,1,50,65,45,50,50,45
Centiskorch,Galar,,851,Fire,Bug,Flash Fire,White Smoke,Flame Body,Bug,,120,100,115,65,90,90,65
Clobbopus,Galar,,852,Fighting,,Limber,,Technician,Water 1,Human-Like,4,50,68,60,50,50,32
Grapploct,Galar,,853,Fighting,,Limber,,Technician,Water 1,Human-Like,39,80,118,90,70,80,42
Sinistea,Galar,,854,Ghost,,Weak Armor,,Cursed Body,Mineral,Amorphous,0.2,40,45,45,74,54,50
Polteageist,Galar,,855,Ghost,,Weak Armor,,Cursed Body,Mineral,Amorphous,0.4,60,65,65,134,114,70
Hatenna,Galar,,856,Psychic,,Healer,Anticipation,Magic Bounce,Fairy,,3.4,42,30,45,56,53,39
Hattrem,Galar,,857,Psychic,,Healer,Anticipation,Magic Bounce,Fairy,,4.8,57,40,65,86,73,49
Hatterene,Galar,,858,Psychic,Fairy,Healer,Anticipation,Magic Bounce,Fairy,,5.1,57,90,95,136,103,29
Impidimp,Galar,,859,Dark,Fairy,Prankster,Frisk,Pickpocket,Fairy,Human-Like,5.5,45,45,30,55,40,50
Morgrem,Galar,,860,Dark,Fairy,Prankster,Frisk,Pickpocket,Fairy,Human-Like,12.5,65,60,45,75,55,70
